	z_coordinate_0	z_coordinate_1
139	-1.6989985	4.669756
140	2.1926212	1.543569
141	10.196197	5.843164
142	7.5353703	1.4750947
143	6.180991	-5.324846
144	12.109292	-0.74352014
145	3.170186	-3.4490438
146	10.54008	6.4875946
147	-0.0091399625	11.811072
148	-7.838488	-10.4943905
149	-0.6121694	11.837091
150	7.1318507	10.050067
151	4.4455543	4.4750543
152	-0.8198308	-2.1468282
153	0.14977336	-2.0241814
154	-9.377557	2.0073524
155	7.954908	-4.7651134
156	1.8372421	-2.3188877
157	2.183944	-2.5689766
158	0.7656572	-1.977729
159	-9.446185	1.8597087
160	-7.310332	-10.065599
161	0.9558804	-2.4987872
162	-6.6384215	8.899019
163	-0.4113401	-2.3740015
164	-6.778273	8.436787
165	-9.616439	1.3167237
166	-3.2007756	-13.531046
167	11.06914	6.514042
168	-6.281155	-9.903643
169	1.7418886	-2.1195278
170	-9.516519	1.46108
171	4.357862	4.5625005
172	1.6925623	-2.4694235
173	1.8388342	-2.5102725
174	-0.46994978	-1.890134
175	-0.6483979	-3.0651586
176	-7.0710597	-9.502242
177	2.3963685	-4.356679
178	-8.052712	-10.367091
179	-0.058245786	11.627031
180	-4.225176	-10.136466
181	-6.9028535	-9.728781
182	-6.8186307	-10.060326
183	4.820621	4.519092
184	1.2320263	-2.8984513
185	10.780984	6.1116443
186	-3.5891035	2.4539428
187	3.0122612	-2.8847973
188	-6.7106085	8.500715
189	-6.167792	9.171145
190	-7.285122	-1.5343504
191	-3.5239177	2.5623784
192	4.3955803	4.428028
193	-9.61098	1.5298306
194	1.8132446	0.4884776
195	-7.1474495	-1.2830106
196	1.6030133	-2.3565593
197	1.0569099	4.8235593
198	0.40636265	-2.4265068
199	-6.6220665	8.66177
200	-0.5230166	-2.0469544
201	-1.5915854	4.7519503
202	3.675719	-2.9631956
203	4.3094263	4.409702
204	-9.361815	1.966789
205	-9.127788	0.7897881
206	5.218024	-4.3153396
207	-6.253884	8.745234
208	-6.043239	-7.6846786
209	-10.026745	1.1417906
210	-5.2735353	11.720938
211	4.2886596	4.3475285
212	-9.525577	1.2325689
213	-1.5810134	4.6378574
214	-1.9827654	3.623423
215	13.666562	-12.065128
216	4.329549	4.409267
217	14.282387	-7.5882773
218	0.00845205	-2.3993435
219	9.122138	1.7697326
220	-7.0025344	-1.145389
221	2.7430189	1.6378516
222	1.6010677	-1.7048572
223	1.7053769	-1.7991636
224	4.091521	4.3179107
225	0.08106648	-1.7596812
226	-7.216702	-10.184783
227	0.6891538	-2.494839
228	-1.6306602	4.641895
229	0.22019058	-1.8050836
230	5.0769744	-0.3070234
231	0.79482996	-2.3490813
232	0.40393722	-2.966207
233	4.506371	4.2973933
234	-7.888272	-9.525362
235	-7.188642	7.987307
236	1.4969106	-2.0444367
237	0.6677114	-2.1153421
238	11.766885	-2.9909382
239	1.2346134	-1.9867107
240	-6.7679753	-9.628859
241	5.585942	-11.704504
242	1.7461908	-2.3527143
243	1.038377	-2.4530163
244	1.288131	-1.6882588
245	-5.901711	9.042347
246	8.672013	2.5304258
247	1.6226144	-2.687781
248	2.0226634	-2.3366113
249	0.050436966	-2.611948
250	0.4223594	-2.814962
251	0.6426601	-2.155787
252	0.3551727	-2.8702283
253	-6.2646775	9.617449
254	-6.2253103	8.535369
255	1.9279559	-3.2690244
256	1.5473094	-2.6283014
257	-7.018384	-1.0847783
258	-7.872872	-9.975864
259	0.41815197	-2.4386542
260	2.7867422	-2.3707948
261	1.996197	-2.9147499
262	0.40547502	-2.4058683
263	-1.2528272	5.220587
264	-0.025040396	-1.3608712
265	-9.244904	1.6255797
266	2.710675	-2.5432148
267	1.5452557	-2.27879
268	1.5306487	-2.9680195
269	13.339379	-0.22598432
270	-5.8683524	-10.35619
271	3.7701805	1.5566148
272	-7.2418685	-9.963304
273	4.1609726	-3.2535818
274	1.8769414	-2.4618695
275	1.5248759	-2.482904
276	2.5220692	-1.6392943
277	-0.07251073	-2.7386088
278	7.089345	3.713359
279	-1.8356543	4.7176385
280	2.647427	-1.9311353
281	1.4053556	-3.424621
282	-0.14242548	-1.9900247
283	-5.671167	-10.82535
284	0.8817147	-1.9628803
285	-0.05312515	11.40709
286	0.27119482	-2.1610236
287	0.61881804	-1.6787126
288	1.3455143	-1.2122595
289	-0.17301595	-2.3723872
290	1.190772	-2.2853959
291	1.4461379	-2.413272
292	-8.707287	-11.341681
293	0.23812151	-2.0900435
294	-6.844803	-9.53638
295	1.8668354	-1.8595816
296	1.8747369	-2.408154
297	-6.8192773	-9.762571
298	-1.279552	-2.0611036
299	-6.994379	-1.0495032
300	-1.9360784	4.551126
301	4.166325	4.326377
302	-6.2491174	8.991825
303	-0.29475534	-2.1279488
304	1.2917845	-2.1984863
305	11.301166	-0.33546913
306	-0.12924469	-2.158625
307	-6.9329104	-10.716637
308	0.08051782	-2.4122984
309	0.65887296	-2.4664173
310	7.6870894	11.15097
311	0.6529852	-1.1340464
312	-9.265097	1.8541569
313	0.64881945	-2.0477114
314	-5.819111	9.285755
315	-0.8248723	-1.3482763
316	8.553319	-10.906376
317	4.530521	-4.282871
318	1.2475483	-1.621667
319	-1.8564832	4.6168876
320	0.52593595	-3.1237426
321	-3.3278985	-15.45755
322	-3.807068	2.454283
323	1.0936557	-3.0481384
324	1.5282254	-2.3823624
325	-6.5273366	8.09313
326	-5.4006543	-8.243106
327	1.7042241	-3.185112
328	4.378841	4.2235436
329	-6.7042894	-10.025131
330	4.196588	-3.6245506
331	9.337387	1.3352075
332	-0.11504973	-2.2461457
333	-6.15397	8.597602
334	1.0583273	-1.8905054
335	-9.46305	1.8322703
336	0.41406798	-2.4994426
337	2.3081384	-2.7530098
338	-3.3964527	2.6676834
339	1.4437741	-3.0456088
340	1.3352828	-2.8002644
341	0.15587878	-2.824647
342	-7.1202836	-13.681026
343	13.304208	-0.18403946
344	-0.26222247	-2.4951267
345	0.07370334	11.267047
346	2.2888944	-1.9578468
347	2.1591532	-2.5115995
348	4.200535	4.4910483
349	1.169601	-2.4693928
350	4.464146	4.36608
351	-4.5807014	10.026473
352	-6.629415	9.118304
353	-6.8302703	8.570162
354	0.16286772	-2.3389995
355	-7.037701	8.350845
356	-0.38926405	-1.7318906
357	-6.9034443	8.370157
358	4.601381	4.380112
359	1.252444	-1.9571623
360	-6.6625037	-10.4968605
361	0.13150287	-2.0361617
362	3.1245494	7.848888
363	7.8977947	9.0281515
364	-9.226575	1.8294429
365	1.381002	-2.4261372
366	3.103398	7.482399
367	0.60581255	-2.2410765
368	-1.5172048	-2.8095477
369	3.0099428	13.768736
370	1.7246137	-1.2350439
371	3.4046445	7.1515193
372	4.2943144	4.458715
373	13.177058	0.01553072
374	1.1945069	-2.1627932
375	0.00061961263	11.448137
376	5.205046	-3.7703235
377	-0.5463424	-2.0470157
378	-6.833217	8.519311
379	-9.061265	0.93090767
380	4.523744	4.097039
381	10.1306505	6.177895
382	-7.727801	-10.832521
383	-0.55596143	-2.526947
384	2.2032301	-2.5424354
385	-1.8636844	4.9043593
386	3.486426	14.292033
387	-7.358067	-9.105241
388	-7.149512	8.395789
389	-0.23335356	-2.5513473
390	-9.521736	1.3918132
391	0.8875408	-2.2837887
392	-0.5357028	-2.1645184
393	0.4884504	-1.6669458
394	1.2135292	-2.6847818
395	-7.167812	-9.904193
396	-9.208877	1.6886569
397	1.346866	-1.632104
398	0.8692312	-2.2619872
399	1.0976312	-1.4801112
400	0.10774278	-1.9669179
401	-6.9228673	-9.228208
402	-10.05046	0.68697023
403	0.46684015	-2.3554935
404	-6.6298194	9.501002
405	0.08613073	-3.0926857
406	10.7096815	6.3415875
407	-9.711767	1.5802572
408	-6.6487937	-9.75683
409	-2.833275	2.4098277
410	-7.001927	-1.5051922
411	13.971269	-7.715095
412	0.35298795	-1.5565556
413	1.586215	-2.9773746
414	-10.055846	0.9033383
415	-0.102300115	-2.181076
416	1.3834307	-1.8798193
417	1.6215799	-1.93862
418	-0.4313987	-1.3500009
419	0.1646322	-2.4333897
420	-0.5523811	-1.2192136
421	-6.6674733	8.151486
422	-6.247766	9.824143
423	-0.48366964	-1.3535322
424	-3.3010714	3.071393
425	-7.341786	-10.903161
426	1.0549074	-2.1561725
427	2.8955996	12.706953
428	0.30460274	-3.1496823
429	2.1978896	-1.8157917
430	1.2471317	-3.5028207
431	0.12773192	-1.7446104
432	-1.0549002	-1.5154364
433	7.3398743	10.32033
434	-9.354951	1.6797626
435	-6.0719266	8.963493
436	-5.5002227	-7.957685
437	1.4404292	-2.229419
438	4.4408045	4.451523
439	-6.788338	8.952864
440	0.9564544	-1.9095813
441	4.569346	8.124147
442	-7.9111314	6.0636954
443	-1.0468729	-1.7702044
444	2.4485843	-3.0578833
445	1.0103598	-2.3171222
446	1.9793922	-0.64009106
447	-0.26681072	-1.7427346
448	-2.595042	-13.633862
449	-7.1029973	-9.509201
450	-6.199336	-10.486912
451	0.83520067	-1.8476552
452	-9.397396	1.4798437
453	9.001912	1.454331
454	1.3352009	-2.9529314
455	3.2188141	-2.561312
456	-7.6695952	-9.666327
457	1.567659	-2.348636
458	-6.618056	8.775666
459	-0.9293739	-2.19845
460	13.205623	-0.23228799
461	0.26480287	-1.6942625
462	1.8342683	-2.4845877
463	-6.9361415	8.531808
464	-1.7409523	4.5067644
465	3.973841	4.659125
466	0.35707062	-1.6502393
467	13.323283	-0.28239572
468	-7.424009	-8.851082
469	9.419947	-10.78303
470	-5.997755	8.263918
471	0.73524404	-1.8465458
472	1.7044438	-1.7728957
473	2.199249	-3.018722
474	0.6603629	-2.1184947
475	-0.030049153	-1.6858938
476	-7.443304	8.374693
477	4.332074	4.2471566
478	0.49071705	-1.5229317
479	3.7598324	3.9938936
480	-0.27250445	-1.6649386
481	0.8138362	-2.2297304
482	1.7090214	-2.3789353
483	0.49381137	-2.5393448
484	-9.508378	1.4164251
485	4.5722995	-3.2177846
486	0.6327329	-1.6688967
487	1.487266	-1.2686725
488	-1.8592467	-3.5034406
489	-9.576783	1.6481704
490	0.912801	-3.0279303
491	1.1353596	-2.932695
492	9.052939	1.6623459
493	-9.296798	1.2139946
494	3.2780938	4.5640645
495	-9.411796	1.6044377
496	-6.3920875	-9.911083
497	-7.635292	9.146414
498	5.587745	-4.0510936
499	-6.7078485	8.47268
500	-1.694233	4.9827623
501	-5.713156	-10.775631
502	3.8688123	4.2810016
503	-0.03297461	-2.467371
504	1.7345554	-2.894639
505	1.2090235	-2.146916
506	-0.47501838	-1.5590297
507	-9.471499	1.6800712
508	-6.9483743	-9.79744
509	2.1094906	-2.2311826
510	-0.039560027	-1.7836068
511	-1.7096995	5.055713
512	-6.466306	9.202616
513	-0.43209493	-1.1805539
514	1.6908895	-1.8281721
515	0.8769533	-2.1636744
516	10.715296	6.3102026
517	-0.057398476	11.782662
518	1.4249618	-2.1044798
519	0.7109097	-2.5733106
520	1.2416506	-2.3340447
521	-0.27758384	12.4698925
522	4.296028	4.4027615
523	1.3242216	-1.8351864
524	1.1051337	-2.7622957
525	-8.467869	2.2266426
526	-9.16424	1.7405549
527	1.5715165	-1.7977155
528	-6.8695455	8.22537
529	1.2938448	-2.1422086
530	0.24855572	0.4146992
531	2.3109934	-2.0563798
532	-6.5596576	7.7302375
533	0.07992547	-1.8221883
534	-9.007288	2.3227267
535	-0.2321387	11.753519
536	3.0741715	14.121351
537	1.5037471	-3.8246999
538	-8.452082	-10.277731
539	-0.60558003	-1.6716974
540	0.12830633	-2.281347
541	-6.4091573	8.749624
542	1.7392005	-1.1458997
543	-0.26870728	-2.3775234
544	-5.117479	-11.539674
545	0.19485134	-1.9157861
546	-7.393041	-9.618568
547	4.3025193	4.382056
548	-6.5874276	-9.715574
549	1.8094833	-2.0184093
550	0.012736551	-2.0209422
551	-6.5382056	-9.979519
552	1.8250024	-0.8509195
553	1.9085464	-1.9938549
554	0.020445697	-1.4963495
555	7.6835637	10.089739
556	3.2068007	-1.1489846
557	-0.35820168	-2.0166183
558	0.2539038	-1.9812168
559	4.0572057	-0.6442884
560	-7.3100967	-9.598572
561	-0.28242904	-1.6193153
562	-7.172061	-10.002069
563	-5.9953017	8.451948
564	-0.43924743	-2.347635
565	-7.480858	8.744605
566	0.2930748	-2.8106606
567	0.5519166	-1.880279
568	0.09956937	-1.7525183
569	0.22312802	-1.8322147
570	-7.7709513	-10.620457
571	0.040954165	-1.7993089
572	0.06917053	-1.9795791
573	-6.3411555	8.812543
574	0.79804635	-2.4240777
575	-9.661201	1.6884879
576	-4.2167506	7.0130033
577	-6.224917	-10.468958
578	2.0376906	-2.895678
579	-7.01038	8.06385
580	9.41659	1.6508583
581	-6.798119	8.452747
582	10.586261	5.2621217
583	3.4338713	2.7590504
584	0.15605032	-2.1322517
585	4.3186507	4.4997153
586	0.33918	-0.42965722
587	3.1972654	0.4125204
588	-6.6238384	8.755487
589	-6.559488	8.81744
590	4.4383354	4.2595234
591	0.114550166	-1.4596452
592	0.6967857	-1.4032892
593	0.86486423	-1.9738218
594	-0.1094696	11.04228
595	4.0528684	3.6426024
596	0.015548341	11.53516
597	0.87010837	-1.9419719
598	-9.300158	1.4846321
599	2.0079029	-1.2909073
600	1.1280216	-2.3189545
601	3.2772744	7.6926365
602	6.6678147	9.467594
603	0.16987944	-1.968741
604	-9.478627	1.6170675
605	-9.400735	1.6329517
606	1.0606853	-1.9484767
607	-6.712013	-1.3285757
608	3.0375001	-1.320998
609	9.228779	1.5338346
610	1.6464643	-1.8573915
611	1.9906927	-2.5369804
612	0.22399294	-1.5594337
613	1.4437957	4.9898143
614	-7.436172	-11.036726
615	-0.83255523	-1.940591
616	0.792766	-1.8292466
617	-9.5871935	0.75362027
618	6.88631	10.8473625
619	-0.240883	-2.335055
620	4.2613196	4.5276027
621	1.8313566	-2.0820258
622	4.378284	4.352012
623	4.1262927	4.180977
624	0.77345836	-2.216992
625	9.144059	1.4086254
626	1.0637438	-1.718033
627	0.31461585	-1.9381846
628	-6.696949	-10.550872
629	0.99625015	-1.3598901
630	-9.735723	1.4605066
631	2.5193517	-2.2794714
632	-9.694103	1.6991465
633	1.2763805	-2.4246662
634	0.8938308	-2.322021
635	-0.71819913	-1.932846
636	-7.7414193	-9.911346
637	-3.322227	8.412539
638	-6.882454	8.25314
639	-0.35446745	-2.082397
640	-2.107615	4.3451924
641	3.4430156	13.6159
642	-6.810415	-10.425349
643	0.19873017	-1.777529
644	0.4987564	-1.2335383
645	-6.4558635	-10.199734
646	0.7718341	-2.662251
647	-0.56713486	-1.4346789
648	1.1599848	-1.2797192
649	-6.8470616	-8.220474
650	-0.18106186	-1.809764
651	8.988194	1.2690276
652	2.017683	-2.7880533
653	-7.347221	-9.458204
654	2.3628209	-1.2276845
655	9.588576	1.1301577
656	-0.28683734	-2.484943
657	-7.396334	8.023681
658	-6.4798374	8.193257
659	-0.56723917	-1.2415495
660	0.44566262	-0.62508893
661	1.8827773	-1.4898767
662	1.4833233	-1.9385792
663	4.3130746	4.3161993
664	-8.481728	-10.648552
665	0.3035897	-2.1677532
666	1.0593044	-2.1329863
667	-9.03538	1.3970026
668	-0.60970575	-1.6748759
669	12.915557	-0.28264332
670	9.432357	-11.012753
671	4.211595	4.255254
672	9.0692	1.4577283
673	-9.001676	1.8488868
674	0.3350128	-1.2431287
675	3.2189243	-3.16121
676	2.477115	-1.4114712
677	-6.878004	8.405497
678	-0.32176632	-1.110144
679	1.0059438	-1.645326
680	1.5890375	-1.7033504
681	4.6346827	4.1125045
682	-0.9582087	-1.4011887
683	3.0494044	13.597679
684	0.13730615	-1.6172147
685	4.1878095	4.257787
686	8.05041	-5.802128
687	0.22782236	-1.2046621
688	3.3701007	-3.1363163
689	-6.709842	9.120213
690	-2.1287622	4.1337113
691	-6.702154	-9.894964
692	10.816098	6.9071436
693	13.051677	-0.39205277
694	-10.123269	0.9366751
695	8.6101465	-10.490234
696	4.047912	4.5990567
697	-10.032508	1.0214989
698	-0.5893104	-1.4519678
699	-0.022456773	-2.1313963
700	1.2339326	-0.9279678
701	-9.520775	1.2099863
702	4.4250474	3.9871297
703	0.40904015	-2.3495386
704	4.188826	4.3096075
705	0.53759515	-1.9254886
706	0.80447894	-2.2023375
707	-7.0780807	8.806463
708	-6.370643	8.58326
709	7.572373	10.9732
710	1.0782878	-2.8900232
711	0.6566832	-2.552483
712	0.56560814	-0.44741404
713	2.0235767	-0.36370188
714	0.8870298	-1.5906134
715	-0.33521628	-1.6780516
716	-2.1653526	4.307323
717	4.743652	-1.5715728
718	0.89997107	-1.5640569
719	4.284089	4.2392254
720	0.1442787	-1.9587203
721	1.5412401	-2.9627788
722	0.74875236	-2.2038093
723	2.5428512	-2.9440832
724	-7.2498126	-0.69763863
725	-7.2460046	-10.561827
726	3.2200682	7.7726607
727	1.512363	-2.2339702
728	-1.0817463	4.809089
729	1.1551456	-1.2169098
730	2.0040011	-1.7620354
731	0.14589298	-2.2663555
732	-9.377422	0.83914334
733	-0.55547583	-1.4829713
734	-0.22992611	-1.6098663
735	-6.2521234	-10.914093
736	-6.164435	-8.650423
737	-6.4438624	9.358451
738	13.420522	0.1791841
739	-9.69856	1.5314392
740	-0.2803986	-1.0049208
741	-2.2812731	4.3776994
742	8.876437	1.6187307
743	-6.935346	8.776394
744	4.124705	3.925963
745	2.0091248	-1.8422147
746	0.79296815	-1.1081932
747	4.4016786	-1.7630676
748	-0.66862476	-2.336891
749	1.8945748	-2.5493252
750	1.1241996	-1.4490533
751	-0.8090493	-2.302596
752	3.0308464	13.786886
753	0.49819767	-1.6477016
754	2.9965222	7.7698646
755	1.5058653	-1.1607195
756	3.4324758	4.0882106
757	1.8103929	-1.7097613
758	-0.40978098	-1.6037583
759	4.1582103	4.3152356
760	2.2185588	-2.29971
761	-1.6132326	-1.1907741
762	2.0896988	-1.0776808
763	0.87132204	-2.4903412
764	-9.353849	3.2561803
765	5.7160087	-4.16785
766	4.312716	4.424789
767	-9.7741	2.9065857
768	-6.746689	-10.643946
769	-0.08133615	-1.2845892
770	0.23072338	-1.5385787
771	-0.82503223	-2.127146
772	10.116774	6.368533
773	9.874807	5.1749487
774	-3.4081528	2.9668343
775	-0.65187806	-2.2391448
776	1.4800905	-1.573509
777	-7.089298	-10.802991
778	-1.042856	-2.0876784
779	-7.6497645	-10.376089
780	-1.9958264	5.3356647
781	0.005479805	-2.2982001
782	2.535732	-2.6445606
783	0.2520764	-2.3712754
784	-0.23824024	-1.8154942
785	7.252746	11.103775
786	-5.8781643	-10.453857
787	11.963848	-0.3866676
788	0.08358591	-2.113521
789	-6.2880406	7.9066405
790	-0.14286655	-2.502936
791	3.6955774	4.702772
792	-9.768791	0.97957695
793	-6.671825	8.522556
794	-6.8192334	-1.113
795	8.867844	1.3226157
796	-1.733618	4.731842
797	6.9985976	10.223715
798	2.0645838	-1.4033877
799	3.3282394	-1.8646263
800	1.087821	-2.493869
801	-0.90702474	-2.3998737
802	-0.105484076	-2.2141268
803	-7.0499015	-1.2948897
804	2.7897966	-1.5622308
805	-6.133636	9.062526
806	4.0517764	-2.8297296
807	3.9571056	4.0094295
808	-9.119758	1.5759882
809	2.995817	-2.6021342
810	-8.505253	1.430351
811	0.8678639	-1.4707378
812	0.66911244	-1.2715108
813	-8.675255	-12.238341
814	4.860757	3.8350916
815	1.3890414	-1.0574265
816	1.1185961	-1.0976671
817	3.238164	-1.9563526
818	9.256551	1.3106347
819	-9.138945	1.2473252
820	-6.687132	-9.175146
821	-6.909275	8.119754
822	1.3006456	-2.2431793
823	0.49545836	-2.2764177
824	0.4311099	1.6447523
825	7.356145	10.584778
826	-5.37233	2.0593185
827	-0.13054651	-1.270517
828	-0.7508891	-1.4937867
829	1.0244067	-1.3341435
830	-0.37617326	5.220219
831	0.36339778	-0.9372804
832	-7.104133	-9.160109
833	-0.6164015	-1.6039387
834	0.35077965	-3.8199959
835	0.024388663	11.736195
836	10.767921	6.8119273
837	0.5375913	-1.1435653
838	9.025977	1.8001982
839	-9.216252	1.7125092
840	-0.726313	-1.4779699
841	1.1489055	-0.8054216
842	7.595735	-5.1571393
843	-0.80702895	-1.1900257
844	0.47037923	-2.3129992
845	-6.994697	-9.3747635
846	0.2955482	10.257225
847	-1.5762539	-1.775795
848	-0.4488926	-2.0317037
849	1.6133502	-1.3922569
850	4.465423	4.158337
851	0.9985521	-1.6815902
852	4.2977486	4.3356147
853	0.5816917	-2.005593
854	-5.8849216	8.57804
855	-0.5133674	-1.3999023
856	1.9189472	-1.4124459
857	3.1101887	-1.8352886
858	-0.50906444	-1.4586184
859	-8.794465	2.1550498
860	-2.1949613	4.7445855
861	-1.677502	4.634055
862	-7.2751937	-9.306697
863	2.909271	-3.407052
864	2.1301656	-3.006646
865	0.1877191	-0.62088037
866	-0.60508645	-0.9923878
867	-0.66972154	-1.4762399
868	2.62983	-1.9141468
869	-0.8333726	-1.8588518
870	-6.4414635	9.021706
871	7.083242	10.665583
872	-0.36687428	-1.430254
873	7.051718	10.007293
874	1.8825781	-1.4731948
875	-1.6831725	-2.247438
876	-6.473682	8.901869
877	1.1530215	-2.0135689
878	7.464876	9.995009
879	-9.3903	1.5512346
880	-2.1157167	4.4872327
881	1.5292454	-2.1264946
882	1.3521998	-1.5239195
883	0.22037745	-1.6151143
884	-2.0384731	4.4107676
885	-0.48130322	-2.2956765
886	-6.7335215	-9.9204
887	-10.111861	1.6201049
888	-8.730351	1.9656719
889	-8.050584	-9.656183
890	-2.1441016	4.42996
891	1.9427196	-1.8785323
892	-9.81746	1.5905521
893	1.4597008	-1.1913544
894	0.08040046	11.695314
895	2.2399535	-1.8005354
896	9.843309	5.1222434
897	-7.571754	-9.838867
898	1.4771178	-0.22629003
899	-6.981395	8.567597
900	-6.28075	8.716734
901	2.6456468	-2.8796594
902	-9.511182	1.2205163
903	7.2468734	10.347241
904	-6.6488585	-9.685343
905	-1.9624555	4.957643
906	-6.6126266	-10.949301
907	0.77507174	-0.9988512
908	-0.6938249	-1.028029
909	2.5850413	7.951673
910	-0.7792475	-0.9218955
911	1.3472552	-0.7837627
912	-6.1270323	8.374031
913	4.1524844	4.0173554
914	0.73337233	-1.9233869
915	2.3171413	-1.7879723
916	10.754676	6.6733932
917	7.1772866	10.362341
918	1.2971411	-0.7803152
919	7.2795377	10.245388
920	-2.0082202	4.434033
921	5.769604	-3.0741942
922	-2.0140638	4.3429904
923	-8.984905	1.9430939
924	4.2798977	4.217251
925	2.77706	-2.779692
926	11.414162	-2.0298746
927	-2.7070563	-13.48896
928	4.144426	4.179259
929	1.158261	-0.90963554
930	-7.4046063	8.1129875
931	6.7859645	10.514946
932	-2.6962893	4.319427
933	-0.19139057	-1.5831846
934	-1.9048339	4.7813315
935	1.1087892	-2.2051013
936	7.857938	9.563506
937	-1.160774	-1.1813533
938	-0.6379031	-1.0168002
939	1.8363171	-1.8916758
940	-5.967587	-8.492073
941	1.365727	-2.5153866
942	-9.589283	1.3619946
943	9.401125	1.1897625
944	0.23020935	-0.99519753
945	1.0642862	-2.9286397
946	0.59404016	-2.0419705
947	12.941735	0.02868332
948	0.61232114	-2.3427138
949	9.475766	1.1241409
950	-10.141856	1.255282
951	1.0401841	-2.065997
952	-0.3690434	-1.6162314
953	-6.534422	-8.284254
954	0.03479188	-1.649618
955	0.051101677	-1.2376621
956	1.4486396	-1.0731102
957	-8.486108	-10.338991
958	1.001639	-2.6803796
959	-6.4948297	8.580296
960	3.8635051	3.3901803
961	9.414417	1.1719422
962	-0.0464387	-1.0546031
963	1.948012	-2.4538307
964	-7.0020947	7.646711
965	-2.0599377	4.634689
966	1.3819878	-2.0478883
967	-9.185431	2.4277635
968	2.9588532	-3.4160218
969	-0.07432396	-0.75693333
970	4.2547364	4.3376155
971	-8.330225	1.1954287
972	7.5181437	11.296114
973	4.0973306	-1.6327215
974	-0.66993636	11.602766
975	0.67233646	-1.3674327
