	z_coordinate_0	z_coordinate_1
154	-10.322626	0.6550288
155	5.9106607	-4.85141
156	0.8883898	-1.6556373
157	1.2374027	-1.8529401
158	-0.32543612	-1.2602987
159	-10.2375765	0.30049583
160	-6.534175	-9.698576
161	-0.06431447	-2.000461
162	-6.6104007	5.2486076
163	-2.0287764	-3.4848757
164	-6.394367	4.9196115
165	-10.676548	0.08649108
166	-1.2866775	-14.898474
167	12.928979	3.0815444
168	-5.580071	-9.819426
169	0.7286885	-1.5847635
170	-10.389273	0.0016375482
171	5.6902614	3.87395
172	0.6812848	-1.7965827
173	0.7552177	-1.7941439
174	-1.669133	-1.1113169
175	-1.7259251	-2.4803805
176	-6.0926404	-9.408539
177	1.4913718	-3.732761
178	-6.6351943	-9.598349
179	3.3866205	12.11567
180	-3.484207	-10.025225
181	-5.986723	-9.453651
182	-5.8611875	-9.683374
183	5.6362615	3.5533607
184	0.121545926	-2.304356
185	12.352681	2.8347864
186	0.549415	5.814179
187	2.0400808	-2.1771078
188	-6.5450497	4.9007277
189	-6.460339	5.4046273
190	-9.781516	-3.6946683
191	0.4666062	5.883927
192	5.6358614	3.7476027
193	-10.5742235	0.39385977
194	2.3991094	0.20496356
195	-9.34772	-3.361701
196	0.66108733	-1.8791628
197	-4.3463955	10.423347
198	-0.5385966	-1.6948714
199	-6.4476633	5.0996637
200	-1.4348043	-1.4024949
201	-1.3353693	8.781409
202	2.6442626	-2.1187186
203	5.3586993	3.5637488
204	-10.362077	0.7128569
205	-10.584542	-0.9762782
206	4.124763	-3.0807261
207	-6.191268	5.2929773
208	-5.2793837	-7.578293
209	-11.229441	0.12222728
210	-6.2276683	7.805127
211	5.5012345	3.7971754
212	-10.705594	-0.06135848
213	-0.9540138	8.692445
214	-1.0181391	7.1271787
215	13.561047	-16.085451
216	5.5177684	3.7706013
217	11.397721	-10.399303
218	-0.9572284	-1.782412
219	8.545918	0.35881767
220	-9.65584	-3.325252
221	3.010747	1.4761504
222	0.5645586	-1.0350382
223	0.6405679	-1.0355388
224	5.2583003	3.767519
225	-1.0884379	-0.94993436
226	-6.3415494	-10.015068
227	-0.32375842	-1.9307785
228	-1.2761725	8.776604
229	-0.7716478	-1.1875386
230	4.7751136	-1.2947339
231	-0.3186441	-1.6357191
232	-0.31763905	-2.1955996
233	5.4543595	3.6562443
234	-6.8359222	-9.235228
235	-6.5269904	4.2333207
236	0.44684893	-1.310935
237	-0.23406292	-1.4686593
238	11.141007	-6.388088
239	0.26597023	-1.4922572
240	-5.8664136	-9.496604
241	5.450904	-10.110025
242	0.89638007	-1.5385106
243	-0.03837429	-1.8396354
244	0.17685054	-0.9732642
245	-5.962424	5.6086903
246	8.540605	0.614521
247	0.54385126	-1.8914952
248	1.0025302	-1.7208416
249	-0.85861486	-2.0505674
250	-0.60862887	-2.284402
251	-0.51745605	-1.5224236
252	-0.5898559	-2.2818406
253	-6.4206243	5.8990936
254	-6.2292027	5.0966063
255	0.9005287	-2.6547842
256	0.48814404	-2.0058184
257	-9.611897	-3.3387425
258	-6.866647	-9.581207
259	-0.671945	-2.0031612
260	1.49555	-1.6845307
261	0.99132466	-2.1323256
262	-0.64396846	-1.613878
263	-2.0057538	9.531921
264	-1.0897298	-0.708122
265	-10.373832	0.24833903
266	1.7907282	-1.811207
267	0.5768993	-1.458689
268	0.53837734	-2.4154668
269	12.271278	-3.4094915
270	-5.2869477	-10.166354
271	4.408589	1.9381098
272	-6.3353024	-9.905883
273	3.1101813	-2.2932572
274	0.6815047	-1.7160993
275	0.56844175	-1.8980722
276	1.3732175	-1.0765834
277	-1.1091219	-2.1493835
278	8.429668	1.23141
279	-1.122799	9.13074
280	1.6863476	-1.0864713
281	0.37438333	-2.856761
282	-0.9137564	-1.1810858
283	-5.1528544	-10.235063
284	-0.30230147	-1.3610111
285	3.4092119	11.775341
286	-0.6367301	-1.6640141
287	-0.5185632	-0.93713045
288	0.113012895	-0.46486953
289	-1.0236639	-1.726552
290	0.18705623	-1.6150961
291	0.43471396	-1.7688303
292	-6.954797	-10.039431
293	-0.7294102	-1.6103225
294	-5.8700542	-9.294386
295	0.95690084	-1.1834271
296	0.81158173	-1.7889662
297	-6.0880733	-9.613462
298	-2.1330547	-1.2009113
299	-9.931934	-3.1888523
300	-0.96806324	8.750475
301	5.401763	3.7491112
302	-6.3135004	5.4332943
303	-1.2914997	-1.3666146
304	0.24241854	-1.5583313
305	10.494868	-2.753824
306	-1.1282063	-1.516284
307	-5.803292	-10.627983
308	-0.96934676	-1.9303195
309	-0.32087427	-1.7591319
310	9.743585	9.019372
311	-0.39968562	-0.6770382
312	-10.610399	0.13698187
313	-0.45827627	-1.3749095
314	-6.2697625	5.701249
315	-1.8070836	-0.8380041
316	7.283196	-11.70662
317	3.3291936	-3.3759465
318	0.1788026	-1.0484475
319	-0.9763005	8.789099
320	-0.4970113	-2.5649786
321	-2.073896	-15.268318
322	0.74948287	6.0254836
323	0.07776599	-2.4636514
324	0.44241422	-1.7504778
325	-6.38156	4.6650033
326	-4.3624783	-8.208279
327	0.6310944	-2.538981
328	5.3659415	3.5592203
329	-5.9761786	-9.74682
330	3.035954	-2.7591815
331	8.453637	-0.45427313
332	-1.0436554	-1.6251609
333	-6.127441	5.117689
334	-0.11610471	-1.2002378
335	-10.602543	0.51217735
336	-0.611657	-2.0524845
337	1.3771683	-2.0263557
338	0.2971096	5.9462166
339	0.48660517	-2.4871507
340	0.32665008	-2.2501483
341	-0.92523754	-2.359249
342	-4.334513	-12.678019
343	12.086159	-3.6840525
344	-1.0692762	-1.6346731
345	3.438755	11.627982
346	1.3478004	-1.2695048
347	1.2598336	-1.9651785
348	5.4151216	3.7674456
349	0.16284864	-1.8764048
350	5.5902514	3.6257987
351	-5.111301	5.5686164
352	-6.492664	5.3984814
353	-6.5448318	4.9941597
354	-0.78846776	-1.5326788
355	-6.373896	4.7618537
356	-1.3573751	-1.3247181
357	-6.6397405	4.7149353
358	5.6682467	3.664729
359	0.17163427	-1.2584497
360	-5.906213	-10.271986
361	-0.9960957	-1.455302
362	3.6376219	7.286953
363	10.3232565	6.4051094
364	-10.351401	0.37271956
365	0.3515122	-1.8408918
366	3.3835025	6.9501333
367	-0.36132222	-1.5123129
368	-2.788941	-3.1945882
369	6.807594	12.491241
370	0.6918039	-0.53892565
371	4.218368	6.280595
372	5.5709434	3.812127
373	12.351716	-3.359317
374	0.11451174	-1.5186024
375	3.3092532	12.121842
376	4.016781	-2.8191211
377	-1.5828902	-1.2822515
378	-6.6308446	4.941737
379	-10.355339	-0.31232414
380	5.347791	3.4438717
381	11.6725	3.1046522
382	-6.501578	-9.734558
383	-1.5179554	-1.2804463
384	1.0629485	-1.8463798
385	-1.1715858	9.081877
386	7.72807	13.170942
387	-6.212371	-8.459972
388	-6.837269	4.751467
389	-1.0951265	-1.63731
390	-10.9006605	0.23304328
391	-0.10991879	-1.5076342
392	-1.4969515	-1.5016689
393	-0.57109165	-1.0479016
394	0.2115757	-2.1425927
395	-6.0915194	-9.692878
396	-10.300691	0.37837788
397	0.22423674	-1.0337914
398	-0.12671693	-1.6039166
399	-0.062156007	-0.99416876
400	-0.8890236	-1.3594539
401	-5.9548	-9.247196
402	-10.981127	-0.41154316
403	-0.30632114	-1.7641468
404	-6.675685	5.660512
405	-0.9113935	-2.545919
406	12.192706	3.3218312
407	-10.67042	0.4804168
408	-5.8976784	-9.672725
409	0.45653796	5.4746785
410	-9.886307	-3.670928
411	11.5313635	-10.26221
412	-0.56512344	-0.9951309
413	0.55891615	-2.3742387
414	-10.877673	-0.08133677
415	-1.1380676	-1.3719003
416	0.2619533	-1.0959213
417	0.6850717	-1.2760862
418	-1.6240534	-0.77488625
419	-0.7045218	-1.6673133
420	-1.4995934	-0.5780227
421	-6.403966	4.3262715
422	-6.617982	6.144179
423	-1.4892408	-0.806303
424	0.4555679	6.0452223
425	-6.1459384	-10.111766
426	-0.0034978539	-1.4529119
427	6.2300797	11.364933
428	-0.5321619	-2.5191946
429	1.1841551	-1.1190406
430	0.33345956	-2.9012501
431	-0.83713114	-1.1155146
432	-2.0688643	-1.0435246
433	9.448123	8.4584875
434	-10.159337	0.28268024
435	-6.4015274	5.5748935
436	-4.586268	-7.9159756
437	0.46493638	-1.6248031
438	5.5212855	3.771041
439	-6.802851	5.3085833
440	-0.10526471	-1.2382438
441	4.717115	6.269311
442	-7.767545	2.850018
443	-1.9027272	-1.028204
444	1.5761737	-2.4951777
445	0.025715366	-1.6519823
446	1.0642402	0.14774314
447	-1.2885519	-1.042887
448	-0.8761157	-13.583637
449	-6.260543	-9.405897
450	-5.4157114	-10.260532
451	-0.1844482	-1.1461663
452	-10.640755	0.15194955
453	8.632572	-0.39609018
454	0.31254447	-2.3377862
455	2.2096233	-1.9774945
456	-6.6654553	-9.481481
457	0.6406888	-1.6777203
458	-6.505682	5.1191883
459	-1.920343	-1.4874915
460	12.40212	-3.2406669
461	-0.76297593	-0.9854274
462	0.90517676	-1.8554206
463	-6.7814913	4.81569
464	-1.0760192	8.6868725
465	5.3770432	4.237101
466	-0.89246154	-0.93810475
467	12.154146	-3.108461
468	-6.386993	-8.59958
469	7.023356	-10.20982
470	-5.931037	4.973746
471	-0.2545758	-1.3371083
472	0.5850341	-1.0413991
473	1.0780594	-2.4265046
474	-0.43399298	-1.512581
475	-1.1351174	-1.2316949
476	-6.91941	4.60985
477	5.543018	3.6337953
478	-0.68336797	-0.855103
479	4.980237	3.6812196
480	-1.1828923	-0.97186255
481	-0.25291777	-1.5138613
482	0.8510386	-1.6358805
483	-0.7816271	-2.03685
484	-10.580282	0.2357293
485	3.5369143	-2.0170321
486	-0.3837425	-1.0650641
487	0.33170164	-0.7474116
488	-2.8752475	-3.3238392
489	-10.582528	0.37548396
490	-0.017153874	-2.504818
491	0.03967105	-2.4077303
492	8.5203	-0.0631707
493	-10.387593	-0.23437145
494	4.653635	3.9233656
495	-10.594677	0.4074559
496	-5.478954	-9.658661
497	-6.900515	5.3696632
498	4.53338	-3.0355635
499	-6.6549726	4.8045645
500	-1.2573018	9.358904
501	-5.0663724	-10.932921
502	5.125401	3.8694863
503	-1.0010532	-1.622119
504	0.7334027	-2.2908819
505	0.20107813	-1.4849207
506	-1.4984691	-1.0998017
507	-10.38137	0.45749113
508	-6.1094594	-9.429834
509	1.0571926	-1.6625183
510	-1.1257524	-1.0451763
511	-1.3632784	9.220743
512	-6.271402	5.555085
513	-1.6014946	-0.534678
514	0.7778841	-1.1032407
515	-0.08822928	-1.4813716
516	12.084668	3.3149571
517	3.6265306	12.025122
518	0.41383094	-1.4154706
519	-0.2792418	-1.7957375
520	0.21892504	-1.6393347
521	3.1792789	13.217279
522	5.4974804	3.6522675
523	0.22643025	-1.1170639
524	0.16814761	-2.1216078
525	-9.230996	0.790613
526	-10.206834	0.5289053
527	0.49728644	-1.0587447
528	-6.4226394	4.815377
529	0.37047374	-1.5514002
530	-0.23135641	-0.8489101
531	1.3388999	-1.3309338
532	-6.405007	4.18747
533	-0.8082061	-1.2021391
534	-9.849729	1.2966607
535	3.4098082	12.322657
536	7.063353	13.200812
537	0.4636228	-3.1935937
538	-6.643761	-10.001913
539	-1.7270337	-1.0808228
540	-0.8784804	-1.6097689
541	-6.258076	5.16413
542	0.83875716	-0.26310888
543	-1.0649599	-1.5698171
544	-4.8199143	-10.906076
545	-0.7779446	-1.2570189
546	-6.3240514	-9.193609
547	5.3996987	3.711239
548	-4.679706	-10.269823
549	0.81795716	-1.3252015
550	-0.95999455	-1.3573651
551	-5.621432	-9.563629
552	0.81115687	0.13614434
553	0.78853285	-1.3336991
554	-1.0286433	-0.7424841
555	9.885633	7.782322
556	0.11626245	-0.6522807
557	-1.1045966	-1.2978042
558	-0.77495635	-1.2405802
559	2.453477	-0.84482896
560	-6.398007	-9.391153
561	-1.619193	-1.0825628
562	-6.144034	-9.761486
563	-4.956121	5.267241
564	-1.3823472	-1.8777838
565	-6.579676	4.9615293
566	-0.8373945	-2.2785935
567	-0.439489	-1.1279387
568	-0.8529183	-0.96251273
569	-0.7459264	-1.1035118
570	-7.1297135	-10.099847
571	-0.8870859	-1.0982327
572	-1.0119447	-1.2521628
573	-6.31062	5.161496
574	-0.6806601	-1.3030888
575	-10.68629	0.46924356
576	-4.9039187	4.4383793
577	-5.4844704	-9.794158
578	0.9117949	-2.1790905
579	-6.5218005	4.1751924
580	8.538472	-0.07036474
581	-6.5870366	4.8559666
582	12.100708	2.365643
583	4.2205524	2.5484326
584	-0.86024344	-1.3174635
585	5.6708684	3.9032507
586	-0.7990329	0.1684086
587	2.4659102	-0.1643801
588	-6.4203095	5.214156
589	-6.5022235	5.1969314
590	5.377383	3.6643672
591	-0.8904834	-0.81718767
592	-0.3679542	-0.49048892
593	-0.2500112	-1.4064114
594	2.9997995	11.496796
595	4.9893885	3.457806
596	3.52612	12.019484
597	-0.28335214	-1.1146594
598	-10.366181	0.06104204
599	0.98880017	-0.4925095
600	-0.15520968	-1.8251524
601	4.146182	7.0373864
602	9.11497	7.445778
603	-0.8282838	-1.2011874
604	-10.772893	0.24257931
605	-10.467943	0.19440708
606	-0.04211022	-1.2481623
607	-9.382249	-3.4001174
608	2.0957193	-0.33285984
609	8.651734	0.16609141
610	0.6057741	-1.0732715
611	0.9300692	-1.8840108
612	-0.9125452	-0.891438
613	0.74476224	7.4748783
614	-6.413393	-10.360356
615	-1.8267428	-1.4330103
616	-0.21082895	-1.0382358
617	-10.619384	-0.6972822
618	9.483203	8.863737
619	-1.1296655	-1.8089056
620	5.6171384	3.9546194
621	0.93748724	-1.4207308
622	5.5207343	3.8199666
623	5.531041	3.5047634
624	-0.43745774	-1.4799566
625	8.652377	-0.2406843
626	0.04442735	-1.1426243
627	-0.69498724	-1.2335153
628	-5.9265466	-10.242477
629	-0.04947029	-0.70369124
630	-10.699111	0.099256426
631	1.4152192	-1.6784613
632	-10.694691	0.53802836
633	0.30586702	-1.8295779
634	-0.18499069	-1.684154
635	-1.5148531	-1.5180076
636	-6.753058	-9.717049
637	-1.4256318	6.7029076
638	-6.5503945	4.6275616
639	-1.3973213	-1.5571113
640	-0.46011084	8.573971
641	7.200064	12.54028
642	-5.927215	-10.313407
643	-0.803914	-1.117264
644	-0.58846545	-0.60848093
645	-5.8970284	-9.986162
646	-0.2758367	-2.1433272
647	-1.7531778	-1.0518787
648	0.02235566	-0.47431937
649	-4.920561	-8.372816
650	-1.183013	-1.2773901
651	8.93412	-0.25219563
652	1.0941192	-2.1463695
653	-6.315456	-9.078166
654	1.3235729	-0.62366056
655	8.816144	-0.69169056
656	-1.4424448	-2.1422076
657	-6.668508	4.4463205
658	-6.3180346	4.7707224
659	-1.5806483	-0.63311565
660	-0.6748133	0.121304095
661	1.0152725	-0.99784374
662	0.41967803	-1.2573571
663	5.4213595	3.8332896
664	-5.9564395	-10.2410755
665	-0.69864786	-1.2762122
666	0.04891582	-1.6118844
667	-10.07578	-0.016009718
668	-1.6640348	-1.0369327
669	11.974568	-4.1157174
670	8.000851	-11.834302
671	5.4465895	3.6491652
672	8.614625	-0.3758823
673	-10.137249	0.3295525
674	-0.86829925	-0.5763308
675	1.6142563	-2.523438
676	1.5652227	-0.7487335
677	-6.4145145	4.826092
678	-1.430187	-0.5521312
679	-0.10412486	-1.0131581
680	0.6468928	-1.1279366
681	5.3461566	3.3281145
682	-2.046405	-1.0000763
683	6.5699186	12.295473
684	-0.7963469	-1.0621287
685	5.4781466	3.822332
686	8.093724	-6.221142
687	-0.88988304	-0.5671339
688	2.3023226	-2.4122725
689	-6.555395	5.599859
690	-0.398135	8.55418
691	-5.824157	-9.639015
692	12.9025545	3.3158622
693	12.250915	-4.05694
694	-10.919559	-0.15309456
695	6.786772	-10.130243
696	5.6661706	3.916779
697	-10.8056345	-0.23630735
698	-1.544921	-0.9303343
699	-0.9071649	-1.3854074
700	0.24731214	-0.33766392
701	-10.341857	-0.264245
702	5.393974	3.457242
703	-0.4952767	-1.7406197
704	5.3164654	3.7345188
705	-0.5553593	-1.3574885
706	-0.33750647	-1.5344931
707	-6.7220554	5.186931
708	-6.2818346	5.001948
709	9.96403	8.961582
710	0.06147614	-2.2250369
711	-0.36374354	-2.0792284
712	-0.5999228	0.52140105
713	0.8600402	0.51847017
714	-0.15619214	-0.98713064
715	-1.3270578	-0.9649956
716	-0.68394876	8.411179
717	3.57318	-1.251607
718	-0.1487206	-0.8617114
719	5.5528383	3.6856036
720	-0.9570529	-1.3788115
721	0.58367217	-2.3866699
722	-0.18911009	-1.5470161
723	1.5653489	-2.2521143
724	-9.503741	-2.5949335
725	-6.1997714	-10.047703
726	4.1622286	7.361211
727	0.4340409	-1.5059083
728	-2.1797981	9.37993
729	-0.00028394163	-0.5622349
730	1.1283132	-0.9432882
731	-0.84197843	-1.6399183
732	-8.247821	-1.1323292
733	-1.4123896	-0.9415543
734	-1.2411011	-0.95288646
735	-5.166231	-10.749807
736	-5.2817388	-8.319395
737	-6.6603813	5.565948
738	12.442937	-3.289609
739	-10.675779	0.3395957
740	-1.3210024	-0.38961115
741	-0.6246493	9.1018505
742	8.701417	-0.027014047
743	-6.8406425	5.050217
744	5.0986695	3.5634773
745	1.1310707	-1.1972575
746	-0.2507019	-0.46169928
747	3.3543925	-1.1761957
748	-1.8875105	-1.8249867
749	0.80674666	-1.991703
750	0.03987585	-0.7884362
751	-1.8104602	-1.8233242
752	6.741306	12.452115
753	-0.6625264	-0.97767615
754	3.9117823	7.4201307
755	0.3546126	-0.32659677
756	4.99721	3.9628172
757	0.86181164	-0.84735477
758	-1.2958574	-1.0170343
759	5.592684	3.786378
760	1.2986816	-1.5630734
761	-2.573491	-0.98842955
762	1.2799233	-0.14479807
763	-0.17686431	-1.9158232
764	-10.290544	2.2395434
765	4.4697194	-3.1216204
766	5.528627	3.7929277
767	-10.424676	1.4361676
768	-6.0675187	-10.18136
769	-1.2572478	-0.70468783
770	-0.53360057	-0.6012949
771	-1.8582906	-1.5650537
772	11.818628	2.9157233
773	10.914725	2.259076
774	0.53000426	6.110863
775	-1.6472181	-1.6196256
776	0.3815773	-0.8774462
777	-5.9202957	-10.315481
778	-2.052955	-1.5343814
779	-6.4987044	-9.642981
780	-0.6617781	9.278481
781	-0.88148534	-1.5625768
782	1.515975	-1.9004965
783	-0.57856834	-1.7295952
784	-1.1898326	-1.0685017
785	9.4268265	9.253769
786	-4.750486	-10.349794
787	11.356037	-3.65243
788	-0.8712797	-1.5078908
789	-5.860498	4.5040417
790	-1.1596919	-1.840476
791	5.3147173	3.9614034
792	-10.2161875	-0.09952399
793	-6.518149	5.03753
794	-9.499628	-3.3207371
795	8.307712	-0.16270736
796	-1.1019672	9.096362
797	9.26528	8.20007
798	1.2115532	-0.6276231
799	2.452561	-1.0832993
800	0.15986659	-1.7869086
801	-1.8328038	-1.6257186
802	-1.0218202	-1.5582821
803	-9.660447	-3.258235
804	1.8728408	-0.7124882
805	-6.2147117	5.5494423
806	3.1603575	-1.865159
807	5.145998	3.6372607
808	-10.341076	0.217531
809	2.0192251	-1.7915838
810	-9.35362	-0.53460073
811	-0.21836515	-0.6994717
812	-0.44590408	-0.6705246
813	-6.635266	-10.166347
814	5.3711867	3.3569036
815	0.28703922	-0.521006
816	-0.09636034	-0.45299408
817	2.3353515	-1.1024021
818	8.517969	0.011491507
819	-9.85983	-0.23702225
820	-5.639419	-8.901416
821	-6.654553	4.629147
822	0.21050651	-1.6458333
823	-0.5108009	-1.607708
824	-1.5990685	2.7142713
825	9.315041	8.770664
826	-2.2855592	4.109486
827	-1.1496261	-0.5505707
828	-1.703507	-0.9413215
829	0.06093256	-0.9726176
830	-4.611411	10.269458
831	-0.89257336	-0.34709802
832	-6.374405	-9.116226
833	-1.7527078	-1.1250036
834	-0.7495872	-3.2532942
835	3.3169458	12.4361105
836	12.76719	3.3609142
837	-0.58021647	-0.41785744
838	8.471099	-0.33734468
839	-10.236823	0.12432924
840	-1.7850908	-0.86429477
841	-0.095975295	-0.2712988
842	6.17007	-6.1308885
843	-1.9155747	-0.9054918
844	-0.5077148	-1.5604086
845	-6.003201	-9.3003845
846	2.6591191	10.101248
847	-2.5352879	-1.2965968
848	-1.4616705	-1.3227212
849	0.70504934	-0.80028343
850	5.207157	3.5637608
851	-0.06508295	-0.9993813
852	5.467278	3.5504982
853	-0.48498583	-1.367481
854	-5.8676524	5.174837
855	-1.5332773	-0.6762854
856	1.0576664	-0.6125274
857	2.2029757	-1.1000228
858	-1.6284599	-0.7450063
859	-9.509139	0.7713807
860	-0.9387444	9.634121
861	-1.3633059	9.246952
862	-6.1307464	-9.1609745
863	1.8169607	-2.6304584
864	0.990072	-2.4315782
865	-0.9096993	0.054646403
866	-1.5914608	-0.5752858
867	-1.7658962	-0.8833666
868	1.6251535	-0.8619751
869	-1.7048173	-1.3775965
870	-6.4289374	5.4821873
871	9.484943	8.973797
872	-1.5177256	-0.97852564
873	9.213494	7.9704657
874	0.83360785	-0.6989192
875	-2.6190329	-1.9944255
876	-6.2214684	5.3905888
877	0.022912934	-1.4972091
878	9.93735	7.392694
879	-10.438689	0.25997022
880	-0.7743108	8.904044
881	0.48330486	-1.561162
882	0.33704633	-0.89126396
883	-0.8829998	-0.986313
884	-0.49369514	8.60172
885	-1.5495889	-1.6797466
886	-6.0535493	-9.658364
887	-10.389007	0.47445717
888	-9.715206	0.5190437
889	-6.5105615	-9.329708
890	-0.30599374	8.92066
891	0.87602913	-1.2064075
892	-10.51455	0.35950205
893	0.57449925	-0.30252984
894	3.8894372	12.199712
895	1.2683731	-0.97013974
896	10.54299	2.2260973
897	-6.407782	-9.691842
898	0.3349617	0.85734016
899	-6.5489078	4.839432
900	-6.296668	5.184759
901	1.6724998	-2.014862
902	-10.809333	-0.18978205
903	9.985099	7.859236
904	-5.826345	-9.644997
905	-1.3208551	8.23369
906	-5.8015485	-10.547974
907	-0.47001225	-0.32095763
908	-1.7877373	-0.5712545
909	4.351379	7.4523773
910	-1.7863253	-0.5297551
911	0.16669424	0.14833802
912	-5.961667	4.975292
913	5.261756	3.6875327
914	-0.29924858	-1.2557156
915	1.3799263	-1.0508724
916	12.483122	3.072586
917	9.658361	8.4889555
918	0.3062172	-0.019645661
919	9.425938	8.2392235
920	-0.94390285	8.931033
921	4.6071434	-2.6260688
922	-0.6270026	8.640818
923	-10.006541	0.2924371
924	5.379624	3.582047
925	1.5716684	-2.0823207
926	8.64395	-2.516809
927	-1.3674085	-13.980436
928	5.2673297	3.8035674
929	-0.024103329	-0.15043917
930	-7.010055	4.6375427
931	8.724925	8.363365
932	-0.19292404	9.577438
933	-1.3730489	-0.99035895
934	-0.97843325	8.917942
935	0.073359504	-1.5401208
936	9.696923	7.2114725
937	-2.135681	-0.8649473
938	-1.6898867	-0.601629
939	0.9036416	-1.1935658
940	-5.0383954	-8.527415
941	0.20319264	-1.8430667
942	-10.436093	-0.08202842
943	8.68036	-0.8089781
944	-0.8942592	-0.22654113
945	0.05800663	-2.3583927
946	-0.41452008	-1.5241742
947	12.269384	-3.5284977
948	-0.44125593	-1.4108305
949	8.444979	-0.5311316
950	-10.7056	0.13209513
951	-0.039437577	-1.2962958
952	-1.2734827	-0.9013827
953	-5.650358	-8.20963
954	-0.36027086	-0.600719
955	-1.3863863	-0.15323523
956	0.24744715	-0.5337155
957	-6.434592	-9.211185
958	-0.47246826	-1.9411316
